               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,              0.0178,            0.011317,           0.0048195,              0.9212,             0.91003,             0.96075,             0.78388,           0.0087359,           0.0036866,           0.0037516,           0.0093245,           0.0093245,           0.0093245
                 161,            0.019334,            0.011161,           0.0044041,             0.89474,             0.83088,             0.93837,             0.73704,           0.0088613,           0.0041238,           0.0057323,           0.0093162,           0.0093162,           0.0093162
                 162,            0.016657,            0.010911,           0.0029377,             0.93999,              0.9255,             0.97693,             0.78443,           0.0084062,           0.0036161,           0.0014814,           0.0093079,           0.0093079,           0.0093079
                 163,            0.018443,            0.011004,           0.0037758,             0.88099,             0.91237,             0.95598,             0.76139,           0.0087286,           0.0040016,           0.0031253,           0.0092995,           0.0092995,           0.0092995
                 164,            0.018501,            0.011396,           0.0032607,             0.94568,              0.9324,             0.97466,             0.78955,            0.007911,           0.0036289,           0.0020272,            0.009291,            0.009291,            0.009291
                 165,            0.017205,            0.010767,           0.0029599,             0.93105,             0.92661,             0.97193,              0.8106,           0.0077814,           0.0036529,           0.0018228,           0.0092825,           0.0092825,           0.0092825
                 166,            0.017885,            0.010832,           0.0032184,             0.92765,             0.95619,             0.97984,             0.80254,           0.0080361,           0.0035419,           0.0021288,            0.009274,            0.009274,            0.009274
                 167,            0.019674,            0.011155,           0.0046354,             0.89783,             0.90047,             0.95149,             0.74503,           0.0088796,           0.0038877,           0.0041661,           0.0092654,           0.0092654,           0.0092654
                 168,            0.016797,            0.010314,           0.0039535,             0.89102,             0.90284,             0.94781,             0.77067,           0.0085451,           0.0038923,           0.0043154,           0.0092568,           0.0092568,           0.0092568
                 169,            0.019866,            0.011294,           0.0037679,             0.90468,              0.8728,             0.94724,             0.78125,           0.0086613,           0.0039579,           0.0020104,           0.0092481,           0.0092481,           0.0092481
                 170,            0.017255,             0.01104,           0.0041259,             0.93605,             0.90327,             0.96846,             0.80476,           0.0079534,           0.0037028,           0.0012399,           0.0092394,           0.0092394,           0.0092394
                 171,            0.018222,              0.0112,           0.0044035,             0.90933,             0.89541,             0.95015,             0.73891,           0.0090151,           0.0040719,           0.0019813,           0.0092307,           0.0092307,           0.0092307
                 172,            0.018516,            0.012046,           0.0046952,             0.89822,             0.90863,             0.95677,             0.78078,           0.0080318,           0.0038888,           0.0041222,           0.0092219,           0.0092219,           0.0092219
                 173,            0.017371,            0.011216,           0.0038246,             0.92222,             0.92782,             0.95831,             0.77596,           0.0081536,           0.0038583,           0.0028463,            0.009213,            0.009213,            0.009213
                 174,            0.018275,            0.010756,            0.003679,             0.87917,             0.94482,             0.96637,             0.79386,            0.008026,           0.0036899,           0.0021964,           0.0092041,           0.0092041,           0.0092041
                 175,            0.018439,            0.010836,           0.0035144,             0.89488,             0.93787,             0.96695,             0.80142,            0.007597,           0.0035089,           0.0017768,           0.0091952,           0.0091952,           0.0091952
                 176,            0.016902,            0.010474,           0.0023044,             0.89345,             0.94926,             0.97085,             0.80897,           0.0076707,           0.0033038,           0.0022429,           0.0091862,           0.0091862,           0.0091862
                 177,            0.017874,            0.010749,           0.0035955,             0.92278,             0.93166,             0.97626,              0.8263,           0.0072914,           0.0033373,           0.0031517,           0.0091772,           0.0091772,           0.0091772
                 178,            0.016071,             0.01029,           0.0026195,              0.9327,             0.92895,             0.97374,             0.81637,            0.007021,           0.0036318,           0.0012289,           0.0091681,           0.0091681,           0.0091681
                 179,            0.016159,            0.010308,           0.0036802,             0.88121,             0.93431,             0.96414,             0.81474,           0.0068327,           0.0036774,           0.0025373,            0.009159,            0.009159,            0.009159
                 180,            0.019143,            0.010608,           0.0040634,             0.85986,             0.92373,             0.95454,             0.77682,           0.0080529,           0.0038007,           0.0057353,           0.0091498,           0.0091498,           0.0091498
                 181,             0.01756,            0.011199,           0.0032889,              0.8906,             0.92236,             0.95479,             0.77644,           0.0078813,           0.0036774,           0.0041731,           0.0091406,           0.0091406,           0.0091406
                 182,            0.020548,            0.011311,           0.0049912,             0.87995,             0.92262,             0.95148,             0.73631,           0.0086596,           0.0039739,           0.0034649,           0.0091313,           0.0091313,           0.0091313
                 183,            0.017566,            0.011145,            0.003513,             0.90329,             0.89814,             0.93927,             0.72461,           0.0082588,           0.0040744,            0.003461,            0.009122,            0.009122,            0.009122
                 184,            0.017564,            0.011337,           0.0048706,             0.91449,             0.90009,             0.95613,             0.78927,           0.0077574,           0.0038988,           0.0026628,           0.0091127,           0.0091127,           0.0091127
                 185,            0.018082,            0.010896,           0.0032371,             0.90479,             0.93058,             0.96003,             0.80231,           0.0073975,           0.0036885,           0.0015732,           0.0091033,           0.0091033,           0.0091033
                 186,            0.016846,            0.010967,           0.0034083,             0.91071,             0.94879,             0.96524,             0.79653,           0.0078191,           0.0036919,           0.0020009,           0.0090939,           0.0090939,           0.0090939
                 187,            0.015587,            0.010533,           0.0033332,             0.91868,             0.95821,             0.97026,             0.80135,           0.0077494,           0.0034978,            0.002264,           0.0090844,           0.0090844,           0.0090844
                 188,            0.018546,            0.010729,           0.0033568,             0.80914,             0.85606,             0.88878,             0.65488,           0.0099978,           0.0045383,           0.0068945,           0.0090749,           0.0090749,           0.0090749
                 189,            0.015988,               0.011,           0.0038603,             0.89715,             0.91309,             0.95166,             0.78426,           0.0076089,           0.0037191,           0.0046832,           0.0090653,           0.0090653,           0.0090653
                 190,            0.019043,            0.011015,            0.003916,             0.91541,               0.914,             0.96451,             0.78046,           0.0076787,           0.0037239,           0.0019898,           0.0090557,           0.0090557,           0.0090557
                 191,            0.019684,            0.011407,           0.0046422,             0.88396,             0.93786,             0.96763,             0.79035,           0.0068346,           0.0035998,           0.0018251,            0.009046,            0.009046,            0.009046
                 192,            0.017441,            0.010502,           0.0038651,             0.92758,             0.90294,             0.95375,             0.77936,            0.006947,           0.0036088,           0.0051226,           0.0090364,           0.0090364,           0.0090364
                 193,            0.019314,            0.011345,           0.0044531,             0.90649,             0.88314,             0.93665,             0.73362,           0.0078069,           0.0038636,           0.0040573,           0.0090266,           0.0090266,           0.0090266
                 194,            0.018317,            0.010697,           0.0048393,             0.92447,             0.89265,             0.96368,             0.78531,           0.0081189,           0.0037387,           0.0024862,           0.0090168,           0.0090168,           0.0090168
                 195,             0.01883,            0.010882,           0.0042429,              0.9222,             0.91838,             0.96907,             0.78749,            0.008319,           0.0036167,             0.00272,            0.009007,            0.009007,            0.009007
                 196,            0.017092,            0.010716,           0.0037868,             0.91879,             0.93156,             0.96646,             0.78374,           0.0083377,           0.0037705,           0.0040834,           0.0089972,           0.0089972,           0.0089972
                 197,            0.017168,            0.010711,           0.0040284,             0.92601,             0.93262,             0.97209,             0.80749,           0.0075951,           0.0034238,           0.0035559,           0.0089873,           0.0089873,           0.0089873
                 198,            0.016701,            0.010364,           0.0028812,             0.91627,                0.97,             0.97784,             0.81739,           0.0071907,           0.0033468,           0.0034833,           0.0089773,           0.0089773,           0.0089773
                 199,            0.015367,             0.01022,           0.0027859,             0.93746,             0.91349,             0.97014,              0.8127,           0.0075232,           0.0034493,            0.003904,           0.0089673,           0.0089673,           0.0089673
                 200,             0.01867,            0.011049,            0.005186,             0.90269,              0.8934,             0.95515,             0.79077,            0.007855,           0.0034523,           0.0045373,           0.0089573,           0.0089573,           0.0089573
                 201,            0.016616,            0.010657,           0.0046758,             0.88201,             0.84015,             0.92653,             0.72512,           0.0088315,           0.0038705,           0.0081732,           0.0089472,           0.0089472,           0.0089472
                 202,            0.016715,            0.011154,           0.0032371,             0.90288,              0.9596,             0.97829,             0.81258,           0.0077812,           0.0034063,           0.0043323,           0.0089371,           0.0089371,           0.0089371
                 203,            0.018126,            0.011081,           0.0042336,             0.92975,              0.9401,             0.98093,             0.81499,           0.0072583,           0.0034011,           0.0041946,           0.0089269,           0.0089269,           0.0089269
                 204,            0.017559,            0.010963,           0.0032876,             0.93641,             0.91329,             0.96822,             0.78887,           0.0072133,           0.0037625,            0.002023,           0.0089167,           0.0089167,           0.0089167
                 205,            0.017728,            0.011125,           0.0033461,             0.91398,             0.93054,             0.97541,             0.79835,           0.0076653,           0.0036555,           0.0016392,           0.0089065,           0.0089065,           0.0089065
                 206,            0.016339,            0.010427,           0.0031829,             0.91966,             0.93377,             0.97456,             0.80636,           0.0072002,           0.0035645,           0.0037659,           0.0088962,           0.0088962,           0.0088962
                 207,             0.01551,            0.010686,           0.0024284,             0.93041,              0.9358,             0.96748,             0.80993,           0.0067788,           0.0035998,           0.0036535,           0.0088859,           0.0088859,           0.0088859
                 208,            0.016278,            0.010625,           0.0034942,             0.88125,             0.89936,             0.92867,             0.72786,           0.0085459,           0.0040993,           0.0038438,           0.0088755,           0.0088755,           0.0088755
                 209,            0.016341,             0.01079,           0.0077316,              0.8376,             0.84122,             0.87957,             0.60397,            0.010198,           0.0047915,           0.0031074,           0.0088651,           0.0088651,           0.0088651
                 210,            0.017119,            0.011908,           0.0041742,             0.86122,             0.88697,             0.93688,             0.71693,           0.0086016,           0.0041429,           0.0021639,           0.0088546,           0.0088546,           0.0088546
                 211,             0.01809,            0.011746,           0.0057742,             0.89828,             0.92841,             0.96086,             0.77783,           0.0080136,           0.0037336,           0.0016555,           0.0088442,           0.0088442,           0.0088442
                 212,            0.017731,            0.011443,           0.0032856,             0.90765,              0.9439,             0.96603,             0.79335,           0.0075446,            0.003637,           0.0019014,           0.0088336,           0.0088336,           0.0088336
                 213,            0.016694,            0.011171,           0.0028419,             0.93518,             0.90279,             0.97211,             0.80297,           0.0071546,            0.003598,           0.0016909,            0.008823,            0.008823,            0.008823
                 214,            0.016697,            0.010465,           0.0037362,              0.9315,             0.89807,             0.97003,             0.81032,           0.0072532,            0.003666,           0.0019218,           0.0088124,           0.0088124,           0.0088124
                 215,             0.01628,            0.010527,           0.0049341,             0.90362,             0.93794,             0.96791,             0.80835,           0.0069069,           0.0035859,           0.0014869,           0.0088018,           0.0088018,           0.0088018
                 216,            0.015937,            0.010391,           0.0054056,             0.89945,             0.92465,             0.95945,             0.77945,           0.0077869,           0.0037936,           0.0031516,           0.0087911,           0.0087911,           0.0087911
                 217,            0.016201,            0.010941,           0.0030609,             0.91876,             0.93455,             0.96847,             0.78637,           0.0085629,           0.0038176,           0.0039252,           0.0087804,           0.0087804,           0.0087804
                 218,            0.019403,            0.011085,           0.0033818,             0.91792,             0.89019,             0.95042,             0.74383,           0.0087863,           0.0040953,           0.0033272,           0.0087696,           0.0087696,           0.0087696
                 219,            0.018073,            0.010646,           0.0034296,             0.92837,             0.93222,             0.96599,             0.80982,           0.0068934,           0.0039333,           0.0036761,           0.0087588,           0.0087588,           0.0087588
                 220,            0.016438,            0.010781,           0.0040702,             0.91533,             0.91844,             0.95799,             0.78578,           0.0072327,           0.0037699,           0.0028569,           0.0087479,           0.0087479,           0.0087479
                 221,            0.018827,            0.010985,           0.0047878,             0.91618,             0.92473,             0.96234,             0.78679,           0.0075826,           0.0036457,           0.0023692,            0.008737,            0.008737,            0.008737
                 222,            0.015359,            0.010478,           0.0041748,             0.90053,             0.92536,             0.95776,             0.79861,           0.0075555,           0.0034379,           0.0047472,           0.0087261,           0.0087261,           0.0087261
                 223,            0.016964,            0.010203,           0.0035727,             0.92502,             0.91904,             0.97038,             0.80715,           0.0074775,           0.0035921,           0.0034081,           0.0087151,           0.0087151,           0.0087151
                 224,            0.017527,            0.010219,           0.0032689,             0.94607,             0.91613,             0.97328,             0.81176,           0.0073538,           0.0035686,           0.0028266,           0.0087041,           0.0087041,           0.0087041
                 225,            0.018884,            0.010298,            0.003207,             0.91209,              0.9447,             0.97217,             0.80991,            0.007126,           0.0035814,           0.0030981,           0.0086931,           0.0086931,           0.0086931
                 226,            0.016256,            0.010545,           0.0039567,             0.93084,             0.95059,             0.97304,             0.79397,           0.0074269,           0.0036551,           0.0015617,            0.008682,            0.008682,            0.008682
                 227,            0.015604,            0.010496,            0.003356,             0.89678,             0.93724,             0.96616,             0.78666,           0.0079006,           0.0037616,           0.0021649,           0.0086709,           0.0086709,           0.0086709
                 228,            0.016755,            0.010664,           0.0048013,             0.91809,             0.94511,             0.97144,              0.8078,           0.0077145,           0.0036843,          0.00098977,           0.0086597,           0.0086597,           0.0086597
                 229,            0.016651,            0.010902,           0.0030315,             0.90591,             0.96273,             0.97393,             0.81655,           0.0074443,            0.003681,           0.0015463,           0.0086485,           0.0086485,           0.0086485
                 230,            0.017954,            0.011002,           0.0041178,             0.91032,             0.92817,             0.95548,             0.80235,           0.0074465,            0.003551,           0.0046922,           0.0086372,           0.0086372,           0.0086372
                 231,             0.01723,            0.010354,           0.0028427,             0.89467,             0.90661,             0.96324,             0.79445,           0.0078138,           0.0036509,           0.0040148,            0.008626,            0.008626,            0.008626
                 232,            0.015917,            0.010377,           0.0062473,             0.90768,             0.90264,             0.95423,             0.78836,           0.0078469,           0.0036013,           0.0033936,           0.0086146,           0.0086146,           0.0086146
                 233,              0.0166,            0.010786,           0.0050203,              0.9305,             0.92303,             0.96481,              0.8016,           0.0077993,           0.0035766,             0.00281,           0.0086033,           0.0086033,           0.0086033
                 234,            0.015271,             0.01067,           0.0034624,             0.92465,             0.93233,             0.96936,              0.8123,           0.0073293,           0.0036164,          0.00077173,           0.0085919,           0.0085919,           0.0085919
                 235,            0.017183,             0.01034,           0.0045812,             0.89403,             0.91226,              0.9629,             0.79666,           0.0082365,           0.0037501,           0.0024391,           0.0085805,           0.0085805,           0.0085805
                 236,            0.017488,            0.010239,           0.0035331,             0.94745,             0.93301,              0.9749,             0.82992,           0.0071639,           0.0033714,           0.0030892,            0.008569,            0.008569,            0.008569
                 237,            0.018732,            0.010667,           0.0036588,             0.95359,             0.93105,             0.97693,             0.82817,           0.0070996,           0.0033214,           0.0026461,           0.0085575,           0.0085575,           0.0085575
                 238,            0.016603,            0.010479,           0.0023315,             0.93025,             0.93743,             0.97542,             0.83253,           0.0065393,           0.0033386,           0.0020477,           0.0085459,           0.0085459,           0.0085459
                 239,            0.017309,            0.010444,           0.0020901,             0.94422,             0.93504,             0.97248,             0.82735,           0.0070095,           0.0034248,           0.0030429,           0.0085344,           0.0085344,           0.0085344
                 240,            0.016585,            0.010367,           0.0021996,             0.94006,             0.93789,             0.96491,             0.81919,           0.0068258,           0.0034036,           0.0045958,           0.0085227,           0.0085227,           0.0085227
                 241,            0.017726,           0.0099898,            0.003104,             0.95805,             0.93346,             0.97328,             0.82804,           0.0068948,           0.0034217,           0.0036217,           0.0085111,           0.0085111,           0.0085111
                 242,            0.018348,           0.0099736,           0.0020905,             0.94432,             0.93567,             0.97497,             0.82505,           0.0075071,           0.0034349,           0.0041687,           0.0084994,           0.0084994,           0.0084994
                 243,            0.015462,            0.010181,           0.0024446,             0.95349,             0.94532,             0.97435,               0.823,           0.0073399,            0.003495,           0.0031896,           0.0084877,           0.0084877,           0.0084877
                 244,            0.017479,            0.010066,           0.0017572,             0.94314,             0.96452,              0.9818,             0.83207,           0.0068755,           0.0036046,           0.0032843,           0.0084759,           0.0084759,           0.0084759
                 245,            0.016208,           0.0098357,           0.0018923,             0.93653,             0.95668,             0.97145,             0.83526,           0.0068549,           0.0035724,           0.0028414,           0.0084641,           0.0084641,           0.0084641
                 246,            0.016018,            0.009578,           0.0018676,             0.92717,             0.93221,              0.9612,             0.80216,           0.0077061,           0.0036218,           0.0039347,           0.0084523,           0.0084523,           0.0084523
                 247,             0.01843,            0.010721,           0.0026691,              0.9566,             0.90528,             0.95803,             0.78145,           0.0080735,           0.0038158,           0.0033828,           0.0084404,           0.0084404,           0.0084404
                 248,             0.01486,            0.010299,           0.0046466,             0.90631,             0.92653,             0.95806,             0.79844,           0.0076085,           0.0036519,           0.0050068,           0.0084285,           0.0084285,           0.0084285
                 249,            0.016388,            0.010542,           0.0041841,             0.84758,             0.91851,             0.92143,             0.72876,           0.0089331,           0.0041546,           0.0056721,           0.0084165,           0.0084165,           0.0084165
                 250,            0.017281,             0.01043,           0.0055701,             0.89063,             0.93143,             0.95852,             0.79671,           0.0080574,           0.0038372,           0.0024176,           0.0084046,           0.0084046,           0.0084046
                 251,            0.016266,            0.010679,           0.0044532,             0.92165,             0.90487,             0.95216,             0.77598,           0.0083015,           0.0037931,           0.0020498,           0.0083925,           0.0083925,           0.0083925
                 252,            0.017012,            0.010938,           0.0053213,              0.8719,             0.81199,             0.87955,             0.58412,            0.013283,           0.0051733,           0.0026259,           0.0083805,           0.0083805,           0.0083805
                 253,            0.015474,             0.01053,           0.0034437,             0.92792,             0.89752,             0.95488,             0.77929,           0.0081015,           0.0038112,            0.002874,           0.0083684,           0.0083684,           0.0083684
                 254,            0.016495,            0.010328,            0.002882,             0.90153,             0.95566,             0.97023,              0.8139,           0.0078554,           0.0035552,           0.0015522,           0.0083563,           0.0083563,           0.0083563
                 255,            0.015437,            0.010381,           0.0023457,             0.93945,             0.92879,             0.97815,             0.82758,           0.0073504,           0.0034935,           0.0016098,           0.0083441,           0.0083441,           0.0083441
                 256,            0.014697,           0.0099441,           0.0019645,             0.93433,             0.94438,             0.97839,             0.83142,           0.0071292,           0.0034806,           0.0020316,           0.0083319,           0.0083319,           0.0083319
                 257,            0.016558,            0.010245,           0.0025584,             0.94795,             0.94286,              0.9751,             0.82368,           0.0073897,           0.0034898,            0.003533,           0.0083197,           0.0083197,           0.0083197
                 258,            0.016847,             0.01004,           0.0023415,             0.94687,             0.94536,             0.97293,              0.8117,           0.0077069,           0.0036398,           0.0016536,           0.0083075,           0.0083075,           0.0083075
                 259,            0.016214,            0.010201,           0.0029165,              0.9429,             0.94683,             0.97572,             0.81987,           0.0074281,           0.0036154,           0.0028787,           0.0082952,           0.0082952,           0.0082952
                 260,            0.017399,            0.010153,           0.0035135,             0.91686,             0.95276,             0.96699,             0.81139,           0.0071161,           0.0035884,           0.0029989,           0.0082828,           0.0082828,           0.0082828
                 261,            0.016225,            0.010396,           0.0027139,             0.91089,             0.87247,             0.94373,             0.77313,           0.0075645,           0.0038309,           0.0073575,           0.0082705,           0.0082705,           0.0082705
                 262,            0.017542,            0.010428,           0.0025755,             0.91869,             0.93642,             0.96134,             0.81623,           0.0073929,           0.0036548,           0.0014242,           0.0082581,           0.0082581,           0.0082581
                 263,            0.018741,            0.010147,           0.0030597,             0.92637,             0.92287,             0.96514,             0.82138,            0.007086,           0.0034822,            0.001661,           0.0082457,           0.0082457,           0.0082457
                 264,            0.015863,            0.010781,           0.0019935,             0.91271,             0.92886,             0.96016,             0.80249,           0.0074215,             0.00371,           0.0017386,           0.0082332,           0.0082332,           0.0082332
                 265,            0.015876,            0.010535,           0.0038847,             0.89877,             0.91781,             0.95189,             0.78584,           0.0075142,           0.0037102,           0.0039434,           0.0082207,           0.0082207,           0.0082207
                 266,            0.014601,           0.0099914,           0.0024305,             0.94631,             0.92109,             0.96806,             0.80004,           0.0067459,           0.0035901,           0.0045672,           0.0082082,           0.0082082,           0.0082082
                 267,            0.017041,            0.010279,           0.0037277,             0.95474,             0.93795,             0.97534,             0.81729,           0.0067144,           0.0034686,           0.0026088,           0.0081956,           0.0081956,           0.0081956
                 268,            0.015518,             0.01007,           0.0023285,              0.9376,             0.94591,             0.97475,             0.82211,            0.006869,           0.0033422,           0.0023034,            0.008183,            0.008183,            0.008183
                 269,            0.015567,           0.0099843,           0.0029468,             0.94756,             0.93798,             0.96658,             0.82068,           0.0069355,           0.0034644,           0.0010929,           0.0081704,           0.0081704,           0.0081704
                 270,            0.017539,            0.010669,           0.0039239,             0.91028,             0.95272,             0.96532,             0.82587,           0.0070622,           0.0034738,           0.0013578,           0.0081577,           0.0081577,           0.0081577
                 271,            0.015506,            0.010076,           0.0028917,             0.92069,             0.93895,             0.96625,             0.80943,           0.0071505,           0.0035483,           0.0026256,            0.008145,            0.008145,            0.008145
                 272,             0.01699,             0.01041,           0.0027166,             0.93261,             0.92095,             0.96641,             0.80059,           0.0073016,           0.0035688,           0.0043552,           0.0081323,           0.0081323,           0.0081323
                 273,            0.015814,            0.009888,           0.0020883,             0.95313,             0.90586,             0.97281,             0.81801,           0.0071532,           0.0036809,           0.0043172,           0.0081196,           0.0081196,           0.0081196
                 274,            0.015722,            0.010064,           0.0040237,              0.9173,             0.95719,             0.97401,             0.81881,           0.0067655,           0.0036143,           0.0020381,           0.0081068,           0.0081068,           0.0081068
                 275,            0.016297,            0.010125,           0.0035379,             0.94653,             0.92195,              0.9665,             0.79245,           0.0078204,           0.0037756,           0.0011785,           0.0080939,           0.0080939,           0.0080939
                 276,            0.015643,            0.010699,           0.0052217,             0.83818,             0.91797,             0.91831,             0.73505,           0.0081496,           0.0040719,           0.0027924,           0.0080811,           0.0080811,           0.0080811
                 277,            0.015925,            0.010962,           0.0040908,               0.886,             0.92149,             0.94999,             0.79595,           0.0079095,           0.0038162,           0.0024186,           0.0080682,           0.0080682,           0.0080682
                 278,            0.014482,             0.01052,           0.0027704,             0.87325,             0.86606,             0.91288,             0.75065,           0.0082666,           0.0038131,           0.0071387,           0.0080553,           0.0080553,           0.0080553
                 279,             0.01496,            0.010018,           0.0031024,             0.90139,             0.93164,             0.95965,             0.78826,           0.0082246,           0.0036188,           0.0037327,           0.0080424,           0.0080424,           0.0080424
                 280,            0.016361,            0.010293,           0.0033671,              0.9327,             0.91459,             0.97115,             0.81732,           0.0075305,            0.003559,           0.0027657,           0.0080294,           0.0080294,           0.0080294
                 281,             0.01742,             0.01031,           0.0033184,             0.94751,               0.924,             0.97455,             0.84184,           0.0066969,           0.0036364,           0.0008815,           0.0080164,           0.0080164,           0.0080164
                 282,             0.01546,            0.010423,           0.0020967,             0.91282,             0.94875,             0.97306,             0.83306,           0.0068544,            0.003493,           0.0012277,           0.0080033,           0.0080033,           0.0080033
                 283,             0.01623,            0.010518,           0.0034221,             0.92293,             0.93875,             0.96926,             0.82108,           0.0073806,           0.0034713,           0.0029761,           0.0079903,           0.0079903,           0.0079903
                 284,            0.016401,            0.010503,           0.0028897,             0.92597,             0.93782,             0.97237,             0.82728,           0.0071128,            0.003462,            0.003191,           0.0079772,           0.0079772,           0.0079772
                 285,            0.017065,            0.010549,           0.0041375,             0.96002,             0.89599,             0.96875,             0.80979,           0.0076483,           0.0035212,           0.0039767,            0.007964,            0.007964,            0.007964
                 286,            0.016766,            0.010484,           0.0031805,             0.91504,             0.94374,             0.95821,             0.80399,           0.0073975,           0.0035736,           0.0029323,           0.0079509,           0.0079509,           0.0079509
                 287,            0.015802,            0.010445,           0.0037431,             0.94825,             0.92653,             0.96717,             0.82065,           0.0072967,           0.0034516,           0.0021327,           0.0079377,           0.0079377,           0.0079377
                 288,            0.016246,            0.010453,           0.0031199,             0.92472,             0.92031,             0.96504,             0.82716,           0.0070749,           0.0036115,           0.0028418,           0.0079245,           0.0079245,           0.0079245
                 289,            0.016984,             0.01017,           0.0036988,             0.91124,             0.94646,              0.9543,             0.75276,           0.0075796,           0.0041098,           0.0024497,           0.0079112,           0.0079112,           0.0079112
                 290,            0.017077,             0.01004,           0.0032409,             0.92848,             0.93442,             0.96922,             0.80542,           0.0073843,           0.0036862,           0.0016193,           0.0078979,           0.0078979,           0.0078979
                 291,            0.016241,            0.010027,           0.0027632,             0.93408,             0.91968,             0.96711,             0.81647,            0.007615,           0.0036682,           0.0037115,           0.0078846,           0.0078846,           0.0078846
                 292,            0.016092,            0.010316,           0.0031986,              0.9519,             0.90297,             0.96244,             0.80583,           0.0076756,           0.0037224,           0.0046649,           0.0078713,           0.0078713,           0.0078713
                 293,            0.014853,            0.010034,           0.0021639,             0.93111,             0.93906,             0.97178,             0.81306,           0.0073532,           0.0035943,           0.0031711,           0.0078579,           0.0078579,           0.0078579
                 294,            0.016654,            0.010471,           0.0049875,              0.8847,             0.92086,              0.9592,             0.80596,           0.0073758,           0.0036042,           0.0037453,           0.0078445,           0.0078445,           0.0078445
                 295,            0.016803,           0.0099562,           0.0033464,              0.9301,             0.93801,             0.97302,             0.81782,           0.0074586,           0.0035829,             0.00116,           0.0078311,           0.0078311,           0.0078311
                 296,            0.015539,            0.010094,           0.0031477,             0.93406,             0.94729,             0.98061,              0.8293,           0.0076625,           0.0034787,          0.00080478,           0.0078177,           0.0078177,           0.0078177
                 297,            0.015564,            0.010268,           0.0024293,             0.95049,              0.9184,             0.97693,             0.83437,           0.0075075,           0.0034835,           0.0019019,           0.0078042,           0.0078042,           0.0078042
                 298,            0.017319,           0.0098434,           0.0028526,             0.93749,             0.93216,             0.97436,             0.82839,           0.0076768,            0.003476,           0.0017575,           0.0077907,           0.0077907,           0.0077907
                 299,            0.016646,            0.010387,           0.0041811,             0.92428,             0.91417,             0.95822,             0.77224,           0.0090364,           0.0039607,           0.0023498,           0.0077772,           0.0077772,           0.0077772
                 300,            0.016433,           0.0097089,           0.0025537,             0.90268,             0.93413,             0.96872,             0.82088,            0.007559,           0.0036654,           0.0035252,           0.0077636,           0.0077636,           0.0077636
                 301,            0.015222,            0.009669,           0.0025975,             0.91985,             0.92085,             0.96018,             0.81705,           0.0075041,           0.0037217,           0.0041318,             0.00775,             0.00775,             0.00775
                 302,            0.015498,           0.0093746,           0.0021355,             0.94072,             0.93515,             0.97061,             0.81748,           0.0071616,           0.0036734,           0.0023911,           0.0077364,           0.0077364,           0.0077364
                 303,            0.015901,           0.0096381,           0.0030189,             0.94292,             0.92857,             0.96915,             0.81064,            0.007417,           0.0037072,           0.0022559,           0.0077227,           0.0077227,           0.0077227
                 304,            0.015429,            0.010046,           0.0026838,             0.92319,             0.93547,             0.96994,             0.82155,           0.0073403,           0.0037658,           0.0029094,           0.0077091,           0.0077091,           0.0077091
                 305,            0.015118,           0.0095146,           0.0028605,             0.93868,             0.94185,             0.97954,             0.83802,           0.0069924,           0.0036857,           0.0019648,           0.0076954,           0.0076954,           0.0076954
                 306,            0.014318,           0.0095608,           0.0027063,             0.96282,             0.94403,             0.98374,             0.83261,            0.007386,           0.0035042,           0.0012745,           0.0076816,           0.0076816,           0.0076816
                 307,            0.016074,           0.0097224,           0.0028971,              0.9558,             0.93515,             0.97848,             0.82442,           0.0072385,           0.0035499,           0.0029668,           0.0076679,           0.0076679,           0.0076679
                 308,            0.015931,            0.010217,           0.0041988,             0.95665,             0.95173,             0.97529,              0.8125,           0.0075015,           0.0038138,           0.0010085,           0.0076541,           0.0076541,           0.0076541
                 309,            0.016141,           0.0099625,           0.0025714,              0.9451,             0.92761,             0.96334,             0.80678,           0.0071348,           0.0038901,          0.00055585,           0.0076403,           0.0076403,           0.0076403
                 310,            0.015473,           0.0097477,           0.0030536,              0.9302,             0.93226,             0.97465,             0.81862,           0.0073109,           0.0036629,          0.00095191,           0.0076265,           0.0076265,           0.0076265
                 311,            0.014502,           0.0098901,           0.0022123,             0.93602,             0.95673,             0.98242,             0.82983,           0.0070748,           0.0033592,           0.0015944,           0.0076126,           0.0076126,           0.0076126
                 312,            0.015046,            0.010047,           0.0024672,             0.93336,             0.93105,             0.97652,             0.82864,           0.0073994,           0.0033802,           0.0018787,           0.0075987,           0.0075987,           0.0075987
                 313,            0.014471,           0.0094884,           0.0018958,             0.91491,             0.95439,             0.97852,             0.82839,           0.0071162,            0.003556,           0.0030562,           0.0075848,           0.0075848,           0.0075848
