               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 378,            0.015035,           0.0091763,           0.0019081,             0.95552,              0.9424,             0.97432,             0.83388,           0.0062094,           0.0034956,           0.0015532,           0.0066343,           0.0066343,           0.0066343
                 379,            0.014776,           0.0091368,           0.0029652,             0.95155,             0.94591,             0.96904,             0.81422,            0.006719,           0.0036215,           0.0022741,           0.0066191,           0.0066191,           0.0066191
                 380,            0.015476,           0.0096525,           0.0030745,             0.94424,             0.94199,             0.96547,              0.7944,           0.0075319,           0.0038399,           0.0026998,           0.0066039,           0.0066039,           0.0066039
                 381,            0.015487,           0.0099116,           0.0024039,             0.92627,             0.93055,             0.96208,             0.80281,           0.0066023,           0.0037036,            0.002648,           0.0065886,           0.0065886,           0.0065886
                 382,            0.013817,           0.0094001,           0.0026669,             0.91593,             0.94879,             0.96766,             0.80998,           0.0063452,           0.0036504,           0.0026169,           0.0065734,           0.0065734,           0.0065734
                 383,            0.015729,           0.0098318,           0.0026271,             0.93164,             0.95336,             0.97255,             0.82785,           0.0063301,           0.0037364,           0.0010696,           0.0065581,           0.0065581,           0.0065581
                 384,            0.012721,            0.009243,           0.0022388,             0.92989,             0.94716,             0.96893,             0.82682,           0.0061881,           0.0036401,           0.0012189,           0.0065429,           0.0065429,           0.0065429
                 385,            0.014119,           0.0098872,            0.001931,              0.9316,             0.93652,             0.96817,             0.82016,           0.0062656,           0.0035658,           0.0015415,           0.0065276,           0.0065276,           0.0065276
                 386,            0.014439,           0.0089133,           0.0016517,             0.94644,             0.92319,             0.97375,             0.83291,            0.006365,           0.0035576,           0.0013791,           0.0065123,           0.0065123,           0.0065123
                 387,            0.015232,            0.009405,           0.0012338,             0.89659,             0.96303,             0.97552,             0.83785,           0.0062371,           0.0036339,           0.0010277,            0.006497,            0.006497,            0.006497
                 388,            0.014535,           0.0090078,           0.0034624,             0.90666,             0.97485,             0.97818,             0.84365,           0.0062255,            0.003483,           0.0011021,           0.0064816,           0.0064816,           0.0064816
                 389,            0.013585,           0.0090795,           0.0020437,             0.91629,             0.96094,             0.97856,             0.84324,           0.0062392,           0.0034635,           0.0018511,           0.0064663,           0.0064663,           0.0064663
                 390,            0.014187,            0.009458,           0.0027808,             0.93507,             0.94482,             0.97768,             0.83672,           0.0062255,           0.0036089,          0.00091778,            0.006451,            0.006451,            0.006451
                 391,            0.014189,            0.009445,           0.0026051,              0.9439,             0.94366,             0.97318,             0.83307,           0.0064087,            0.003676,          0.00088134,           0.0064356,           0.0064356,           0.0064356
                 392,            0.014901,           0.0098945,           0.0028284,             0.94562,              0.9473,             0.97778,              0.8291,           0.0065405,           0.0036381,           0.0010994,           0.0064202,           0.0064202,           0.0064202
                 393,            0.015249,           0.0097688,           0.0031386,             0.94384,             0.92888,             0.97492,              0.8272,           0.0066609,           0.0037222,           0.0025212,           0.0064049,           0.0064049,           0.0064049
                 394,            0.014388,           0.0097021,           0.0019532,             0.96254,             0.91013,             0.97573,             0.82546,            0.006521,           0.0038288,           0.0031507,           0.0063895,           0.0063895,           0.0063895
                 395,            0.013654,           0.0096878,           0.0030106,              0.9443,             0.94428,             0.97228,             0.82778,           0.0068338,           0.0037556,           0.0032549,           0.0063741,           0.0063741,           0.0063741
                 396,            0.015744,           0.0092608,           0.0028138,             0.94648,             0.94024,             0.97503,              0.8331,           0.0069512,           0.0037374,           0.0030223,           0.0063586,           0.0063586,           0.0063586
                 397,            0.015075,           0.0094754,           0.0024824,             0.95324,             0.94126,             0.97855,             0.83899,           0.0067049,           0.0037184,           0.0025582,           0.0063432,           0.0063432,           0.0063432
                 398,             0.01441,           0.0097698,           0.0032731,             0.93158,             0.94412,             0.97612,             0.83728,           0.0065232,           0.0036448,           0.0039042,           0.0063278,           0.0063278,           0.0063278
                 399,            0.014001,            0.008978,           0.0017012,             0.90962,             0.98022,             0.97967,             0.84655,           0.0067584,           0.0035066,           0.0032362,           0.0063123,           0.0063123,           0.0063123
                 400,            0.015752,            0.009624,           0.0026011,             0.95432,              0.9367,             0.97375,             0.83442,           0.0070067,           0.0034841,           0.0027195,           0.0062969,           0.0062969,           0.0062969
                 401,            0.014154,           0.0091733,           0.0025032,             0.95104,             0.94399,             0.96985,             0.83243,           0.0072707,             0.00341,           0.0047548,           0.0062814,           0.0062814,           0.0062814
                 402,            0.012844,           0.0090715,           0.0017627,             0.93288,             0.95276,             0.96631,             0.82912,           0.0073709,           0.0033742,           0.0048054,           0.0062659,           0.0062659,           0.0062659
                 403,            0.013225,           0.0089314,           0.0016527,             0.93405,             0.94853,             0.97716,             0.84303,           0.0073411,           0.0033916,           0.0024649,           0.0062505,           0.0062505,           0.0062505
                 404,            0.013597,           0.0091429,           0.0028292,             0.94591,             0.93776,             0.97603,             0.84021,           0.0076755,            0.003443,           0.0028017,            0.006235,            0.006235,            0.006235
                 405,            0.013346,           0.0091222,           0.0024972,             0.92911,             0.94428,             0.96539,              0.8332,           0.0075461,           0.0035139,           0.0037717,           0.0062195,           0.0062195,           0.0062195
                 406,            0.014544,           0.0092833,           0.0019509,             0.92057,             0.96249,               0.972,             0.83028,           0.0073345,           0.0034743,           0.0015823,            0.006204,            0.006204,            0.006204
                 407,            0.013405,           0.0088679,           0.0021863,             0.94143,             0.94712,             0.97353,             0.83498,           0.0071249,           0.0034973,           0.0012882,           0.0061884,           0.0061884,           0.0061884
                 408,            0.014313,           0.0091481,           0.0019614,             0.95603,             0.93866,             0.97805,             0.83683,           0.0074368,           0.0036422,           0.0011297,           0.0061729,           0.0061729,           0.0061729
                 409,            0.013552,           0.0089428,           0.0019879,             0.95173,             0.93268,             0.97075,             0.83387,           0.0073736,           0.0036371,           0.0012081,           0.0061574,           0.0061574,           0.0061574
                 410,            0.013136,           0.0088799,           0.0029168,             0.94292,             0.94422,              0.9728,             0.83254,           0.0072532,           0.0035619,          0.00097189,           0.0061418,           0.0061418,           0.0061418
                 411,             0.01441,           0.0090577,            0.001922,             0.95462,             0.94086,             0.97252,             0.83125,           0.0070867,           0.0035532,           0.0016331,           0.0061263,           0.0061263,           0.0061263
                 412,            0.015153,           0.0093457,           0.0026768,             0.94749,             0.95506,             0.97578,             0.84333,           0.0073382,           0.0035263,           0.0016677,           0.0061107,           0.0061107,           0.0061107
                 413,             0.01518,           0.0092535,           0.0031066,             0.96391,             0.95022,             0.98225,              0.8431,           0.0073351,           0.0035377,           0.0012209,           0.0060952,           0.0060952,           0.0060952
                 414,            0.013063,           0.0089709,           0.0021885,             0.93245,              0.9669,             0.97515,             0.84599,           0.0069233,           0.0034978,           0.0011006,           0.0060796,           0.0060796,           0.0060796
                 415,            0.014474,           0.0090563,           0.0020773,             0.93503,             0.95276,             0.98026,             0.84954,            0.006792,           0.0035643,           0.0014269,            0.006064,            0.006064,            0.006064
                 416,            0.012756,           0.0091445,           0.0021269,             0.92971,             0.94878,             0.97753,             0.84441,           0.0070899,           0.0036922,           0.0016787,           0.0060484,           0.0060484,           0.0060484
                 417,            0.015506,           0.0090795,           0.0020471,             0.95573,             0.94511,             0.98243,             0.85001,           0.0069885,           0.0035078,          0.00071306,           0.0060328,           0.0060328,           0.0060328
                 418,            0.014032,           0.0090136,           0.0026586,             0.95892,             0.92958,             0.97701,             0.84284,           0.0070237,            0.003541,          0.00080689,           0.0060172,           0.0060172,           0.0060172
                 419,            0.013803,           0.0087779,           0.0010848,             0.95398,             0.93794,             0.97338,             0.83574,           0.0069291,           0.0035688,           0.0010596,           0.0060016,           0.0060016,           0.0060016
                 420,            0.013338,           0.0088137,           0.0023902,             0.94508,             0.96581,             0.97751,              0.8453,           0.0069012,           0.0035566,           0.0011227,            0.005986,            0.005986,            0.005986
                 421,            0.013099,           0.0088585,           0.0017241,             0.93028,             0.96896,             0.97843,             0.84857,           0.0068362,           0.0034668,           0.0010632,           0.0059704,           0.0059704,           0.0059704
                 422,            0.013128,            0.008736,           0.0032543,             0.93956,             0.95774,             0.97603,              0.8436,            0.006731,           0.0034337,          0.00082372,           0.0059548,           0.0059548,           0.0059548
                 423,            0.012905,           0.0086856,           0.0013104,             0.93212,             0.96107,             0.97322,             0.83666,           0.0071527,           0.0034785,          0.00082053,           0.0059391,           0.0059391,           0.0059391
                 424,            0.011741,           0.0087178,           0.0013766,             0.94749,             0.96245,             0.97799,             0.84501,           0.0071269,           0.0034614,          0.00064574,           0.0059235,           0.0059235,           0.0059235
                 425,            0.013911,            0.008781,           0.0027172,             0.97103,             0.94774,             0.98148,             0.85379,           0.0067419,           0.0034077,          0.00047985,           0.0059078,           0.0059078,           0.0059078
                 426,            0.014284,           0.0087637,           0.0014913,             0.94775,             0.96195,             0.98223,             0.84896,           0.0068033,           0.0034004,          0.00098131,           0.0058922,           0.0058922,           0.0058922
                 427,            0.014215,           0.0089721,           0.0022754,             0.94573,             0.93701,             0.97223,              0.8449,           0.0067233,           0.0034097,           0.0022496,           0.0058766,           0.0058766,           0.0058766
                 428,            0.014204,           0.0091832,           0.0016196,              0.9467,             0.94031,             0.97466,             0.84834,            0.006622,           0.0034575,           0.0019196,           0.0058609,           0.0058609,           0.0058609
                 429,             0.01381,           0.0089504,           0.0020844,             0.94462,             0.94966,             0.97449,             0.84446,           0.0068068,           0.0034518,           0.0014099,           0.0058452,           0.0058452,           0.0058452
                 430,            0.013492,           0.0086512,           0.0016178,             0.91541,             0.95323,             0.97751,             0.84551,           0.0069596,           0.0033842,           0.0022305,           0.0058296,           0.0058296,           0.0058296
                 431,            0.013677,           0.0092829,           0.0016131,             0.95455,             0.93753,             0.97814,             0.85112,            0.006692,           0.0034463,           0.0012865,           0.0058139,           0.0058139,           0.0058139
                 432,            0.013623,           0.0093701,           0.0017562,              0.9511,             0.94332,             0.97785,             0.85196,           0.0066935,           0.0034578,           0.0011644,           0.0057982,           0.0057982,           0.0057982
                 433,            0.012356,            0.008629,           0.0010671,             0.94809,             0.95542,             0.97846,             0.84838,            0.006643,           0.0034491,           0.0012995,           0.0057826,           0.0057826,           0.0057826
                 434,            0.013505,             0.00855,           0.0019144,             0.95512,             0.93394,              0.9785,              0.8448,           0.0066949,           0.0034939,           0.0015875,           0.0057669,           0.0057669,           0.0057669
                 435,            0.013484,           0.0088675,           0.0015615,             0.95853,             0.94598,             0.97966,             0.85149,           0.0064879,           0.0034488,           0.0010513,           0.0057512,           0.0057512,           0.0057512
                 436,            0.014531,           0.0090857,           0.0013304,             0.94909,             0.94771,             0.98205,             0.84806,           0.0066539,           0.0034296,          0.00090632,           0.0057355,           0.0057355,           0.0057355
                 437,            0.013047,            0.008416,           0.0020798,             0.92854,             0.97036,             0.98295,              0.8527,           0.0066155,           0.0034116,           0.0011633,           0.0057198,           0.0057198,           0.0057198
                 438,             0.01321,           0.0084578,           0.0018174,             0.93789,             0.95097,             0.98136,              0.8535,           0.0066089,           0.0033377,           0.0021378,           0.0057041,           0.0057041,           0.0057041
                 439,            0.013634,           0.0088433,           0.0018464,             0.93436,             0.96301,             0.97903,             0.84212,           0.0065203,           0.0035505,           0.0014025,           0.0056884,           0.0056884,           0.0056884
                 440,            0.012795,           0.0087075,          0.00099419,             0.93021,             0.96947,              0.9764,              0.8409,           0.0063616,           0.0036115,          0.00088121,           0.0056727,           0.0056727,           0.0056727
                 441,            0.014483,           0.0088833,           0.0018738,             0.94005,             0.94715,             0.97915,             0.84597,            0.006302,            0.003587,          0.00074134,            0.005657,            0.005657,            0.005657
                 442,            0.013806,           0.0088158,           0.0011018,             0.94295,             0.93401,             0.97538,             0.83704,           0.0067536,           0.0036151,           0.0020058,           0.0056413,           0.0056413,           0.0056413
                 443,            0.012884,           0.0084367,           0.0014848,             0.94792,             0.94207,             0.97919,             0.84811,           0.0064297,           0.0035845,           0.0013856,           0.0056256,           0.0056256,           0.0056256
                 444,            0.012812,           0.0083865,           0.0011785,             0.95047,             0.94031,              0.9794,             0.85058,           0.0064275,           0.0034946,           0.0014942,           0.0056099,           0.0056099,           0.0056099
                 445,            0.014174,            0.008946,           0.0013938,             0.94193,              0.9505,             0.97957,             0.84856,           0.0064185,           0.0034408,           0.0015698,           0.0055942,           0.0055942,           0.0055942
                 446,            0.013695,           0.0088751,           0.0025698,             0.93882,             0.94249,             0.97359,              0.8302,           0.0068401,           0.0035917,           0.0020096,           0.0055785,           0.0055785,           0.0055785
                 447,            0.014197,           0.0086379,           0.0021217,              0.9523,             0.95409,             0.97679,             0.84779,           0.0062847,           0.0035391,           0.0018619,           0.0055628,           0.0055628,           0.0055628
                 448,            0.013402,           0.0086044,            0.001387,             0.95714,             0.94824,             0.97961,             0.85374,           0.0063876,           0.0034652,           0.0026238,           0.0055471,           0.0055471,           0.0055471
                 449,            0.015034,           0.0089423,           0.0021961,             0.97403,             0.93569,             0.97946,             0.85557,           0.0063799,           0.0035244,           0.0017506,           0.0055314,           0.0055314,           0.0055314
                 450,            0.013394,           0.0082749,           0.0013264,             0.97049,             0.95103,             0.98537,             0.85897,           0.0065061,           0.0035446,           0.0014353,           0.0055157,           0.0055157,           0.0055157
                 451,            0.012841,             0.00883,           0.0017853,             0.96141,             0.96242,             0.98653,             0.85642,           0.0066345,           0.0034698,           0.0022394,              0.0055,              0.0055,              0.0055
                 452,            0.014183,           0.0088343,           0.0017182,             0.95316,             0.94875,             0.97675,             0.84346,           0.0067517,           0.0035594,           0.0029934,           0.0054843,           0.0054843,           0.0054843
                 453,            0.012571,           0.0091601,           0.0015221,             0.94603,             0.95958,             0.97751,             0.84433,           0.0065818,           0.0035236,           0.0025635,           0.0054686,           0.0054686,           0.0054686
                 454,            0.012919,           0.0084989,           0.0021451,             0.93394,              0.9551,             0.97381,             0.84719,            0.006632,           0.0035354,           0.0016621,           0.0054529,           0.0054529,           0.0054529
                 455,            0.013493,            0.008974,           0.0034271,             0.93135,             0.96566,             0.97923,             0.84129,            0.006496,           0.0035582,           0.0016093,           0.0054372,           0.0054372,           0.0054372
                 456,            0.013609,           0.0088735,           0.0018378,             0.92906,             0.91292,             0.96802,                0.82,           0.0067988,           0.0037399,           0.0051009,           0.0054215,           0.0054215,           0.0054215
                 457,            0.013708,           0.0085946,             0.00235,             0.95181,             0.94381,             0.97795,             0.83486,           0.0068574,           0.0037544,           0.0034979,           0.0054058,           0.0054058,           0.0054058
                 458,            0.012582,           0.0088277,            0.001652,             0.94939,             0.94577,             0.97598,              0.8379,           0.0069329,           0.0037598,           0.0017531,           0.0053901,           0.0053901,           0.0053901
                 459,            0.013319,           0.0084294,           0.0014418,             0.94559,             0.94771,             0.97603,             0.83409,           0.0067748,           0.0037402,           0.0019471,           0.0053744,           0.0053744,           0.0053744
                 460,            0.013602,           0.0085797,            0.001786,              0.9514,             0.94427,             0.98049,             0.84375,           0.0066566,           0.0035958,           0.0011862,           0.0053587,           0.0053587,           0.0053587
                 461,             0.01324,           0.0086924,           0.0017803,             0.94941,             0.94649,             0.97938,             0.84736,           0.0065348,           0.0035418,           0.0010714,            0.005343,            0.005343,            0.005343
                 462,            0.012325,            0.008517,           0.0025871,             0.93905,             0.95164,             0.97686,             0.84637,           0.0064063,            0.003516,          0.00087921,           0.0053273,           0.0053273,           0.0053273
                 463,            0.012919,           0.0086678,           0.0015463,              0.9413,             0.95165,             0.97604,             0.84568,           0.0064154,           0.0035248,          0.00077355,           0.0053116,           0.0053116,           0.0053116
                 464,            0.012126,           0.0084597,           0.0011461,             0.94697,             0.94825,             0.97547,              0.8468,           0.0065167,           0.0035279,          0.00090856,           0.0052959,           0.0052959,           0.0052959
                 465,            0.013365,           0.0086204,            0.001229,             0.95931,             0.93455,             0.97644,              0.8513,            0.006543,           0.0034558,          0.00094533,           0.0052802,           0.0052802,           0.0052802
                 466,            0.014835,            0.008876,           0.0025405,             0.96662,             0.93957,             0.97823,              0.8567,           0.0063841,           0.0034667,            0.001257,           0.0052645,           0.0052645,           0.0052645
                 467,            0.013674,           0.0086318,            0.001665,             0.95627,             0.94825,             0.98169,              0.8555,           0.0062348,           0.0034108,           0.0010666,           0.0052488,           0.0052488,           0.0052488
                 468,            0.013451,           0.0084799,           0.0024146,             0.94951,             0.95167,             0.97909,             0.85356,            0.006383,           0.0034903,           0.0011539,           0.0052331,           0.0052331,           0.0052331
                 469,            0.012219,           0.0082374,           0.0014225,             0.93362,             0.97043,             0.97598,             0.84606,            0.006352,           0.0035818,           0.0010827,           0.0052174,           0.0052174,           0.0052174
                 470,            0.014169,           0.0086356,           0.0022594,              0.9538,             0.94028,             0.97216,             0.83533,           0.0062046,           0.0036368,            0.001372,           0.0052018,           0.0052018,           0.0052018
                 471,            0.012862,           0.0082945,           0.0033078,             0.95349,             0.93307,             0.97246,             0.84041,           0.0063134,           0.0036373,           0.0013228,           0.0051861,           0.0051861,           0.0051861
                 472,            0.013354,           0.0088749,           0.0015505,             0.95849,             0.92265,             0.97266,             0.84725,            0.006262,           0.0036899,           0.0016138,           0.0051704,           0.0051704,           0.0051704
                 473,            0.013503,           0.0086049,           0.0022804,             0.94743,             0.94073,             0.97527,             0.84863,           0.0061856,           0.0037638,           0.0017491,           0.0051548,           0.0051548,           0.0051548
                 474,            0.013788,           0.0086883,           0.0015221,             0.94622,             0.94666,             0.97534,             0.85195,           0.0062518,           0.0037692,           0.0011252,           0.0051391,           0.0051391,           0.0051391
                 475,             0.01309,           0.0086208,           0.0016172,             0.94431,             0.94428,             0.97386,             0.84905,           0.0063681,           0.0037478,           0.0011622,           0.0051234,           0.0051234,           0.0051234
                 476,            0.013087,           0.0081192,           0.0021523,             0.93836,             0.94815,             0.97304,             0.85148,           0.0063785,           0.0037176,           0.0013211,           0.0051078,           0.0051078,           0.0051078
                 477,            0.012172,            0.008752,           0.0021658,             0.92997,             0.95458,             0.97709,             0.85142,           0.0064534,           0.0035904,           0.0011401,           0.0050922,           0.0050922,           0.0050922
                 478,            0.013082,           0.0085952,           0.0018823,             0.93402,             0.94086,             0.97765,             0.84924,           0.0065011,           0.0035587,           0.0015319,           0.0050765,           0.0050765,           0.0050765
                 479,            0.013626,           0.0086283,           0.0017921,             0.92279,             0.95976,             0.97673,             0.84596,           0.0063925,           0.0036072,           0.0016606,           0.0050609,           0.0050609,           0.0050609
                 480,            0.012469,           0.0083602,           0.0012748,             0.94759,              0.9358,             0.97388,             0.84649,           0.0063039,           0.0036559,           0.0023384,           0.0050452,           0.0050452,           0.0050452
                 481,            0.012045,            0.008411,          0.00098868,             0.94481,             0.93742,             0.97454,             0.84643,           0.0063807,           0.0037061,           0.0022205,           0.0050296,           0.0050296,           0.0050296
                 482,            0.012155,           0.0085729,           0.0014127,             0.95815,             0.93006,             0.97571,             0.84713,           0.0064239,           0.0037378,           0.0016487,            0.005014,            0.005014,            0.005014
                 483,            0.014493,           0.0086067,           0.0018724,             0.96581,             0.93212,             0.97682,              0.8471,           0.0065209,           0.0037857,           0.0012391,           0.0049984,           0.0049984,           0.0049984
                 484,            0.013819,             0.00872,           0.0018565,             0.93025,             0.96878,             0.97758,             0.84895,           0.0066658,           0.0038526,           0.0010194,           0.0049828,           0.0049828,           0.0049828
                 485,            0.012896,           0.0088395,           0.0012607,             0.94151,             0.96187,             0.97876,             0.84918,           0.0066532,           0.0037729,          0.00085336,           0.0049672,           0.0049672,           0.0049672
                 486,            0.011745,           0.0081027,            0.001928,             0.92736,             0.96537,             0.97832,             0.84948,           0.0066313,           0.0037335,          0.00074013,           0.0049516,           0.0049516,           0.0049516
                 487,             0.01295,           0.0082546,            0.001561,             0.94153,             0.94341,             0.97944,             0.84815,           0.0065203,           0.0037192,          0.00077316,            0.004936,            0.004936,            0.004936
                 488,            0.012376,           0.0082769,           0.0013561,             0.93851,              0.9414,             0.97424,              0.8516,           0.0063956,            0.003715,          0.00086547,           0.0049204,           0.0049204,           0.0049204
                 489,             0.01202,           0.0083373,           0.0017886,             0.95928,             0.93545,             0.97926,             0.84794,           0.0062847,           0.0037317,          0.00093289,           0.0049048,           0.0049048,           0.0049048
                 490,            0.012434,           0.0085757,           0.0013742,             0.94967,             0.93637,             0.97851,             0.84904,           0.0062534,           0.0036929,           0.0011263,           0.0048893,           0.0048893,           0.0048893
                 491,            0.012749,           0.0083671,           0.0014289,              0.9462,             0.93345,             0.97962,             0.85558,           0.0063398,            0.003658,           0.0011853,           0.0048737,           0.0048737,           0.0048737
                 492,             0.01196,           0.0080413,           0.0012473,             0.94315,             0.94585,             0.97874,              0.8529,           0.0062562,           0.0036785,           0.0012284,           0.0048582,           0.0048582,           0.0048582
                 493,            0.012267,           0.0083249,           0.0021252,             0.93676,             0.95456,             0.97986,             0.85462,           0.0061655,           0.0037006,           0.0013067,           0.0048426,           0.0048426,           0.0048426
                 494,            0.013751,           0.0085322,           0.0030185,             0.94115,             0.95901,             0.98033,             0.85163,           0.0061999,           0.0036725,          0.00075883,           0.0048271,           0.0048271,           0.0048271
                 495,            0.012274,           0.0083598,           0.0017294,             0.95351,             0.95162,             0.98078,             0.85914,           0.0063312,           0.0036937,          0.00060237,           0.0048116,           0.0048116,           0.0048116
                 496,            0.012066,           0.0084771,           0.0017431,             0.94448,             0.95396,             0.98081,             0.85343,           0.0063413,           0.0036991,          0.00052949,            0.004796,            0.004796,            0.004796
                 497,            0.013358,            0.008674,           0.0011328,             0.95252,             0.94087,             0.97892,              0.8551,           0.0063606,           0.0036923,          0.00055681,           0.0047805,           0.0047805,           0.0047805
                 498,            0.013388,           0.0083058,           0.0016097,             0.95609,             0.94156,             0.97913,             0.84821,           0.0063474,           0.0036827,          0.00072092,            0.004765,            0.004765,            0.004765
                 499,            0.015254,           0.0083505,           0.0021997,             0.95916,             0.93576,             0.97875,              0.8523,           0.0063717,           0.0036823,           0.0010287,           0.0047495,           0.0047495,           0.0047495
                 500,            0.012866,            0.008481,           0.0020526,             0.95952,             0.93977,             0.97982,             0.85591,           0.0063295,           0.0036612,            0.001364,           0.0047341,           0.0047341,           0.0047341
                 501,            0.012757,           0.0085815,           0.0020589,             0.96094,             0.94374,             0.97773,             0.86082,           0.0062518,           0.0036856,           0.0014892,           0.0047186,           0.0047186,           0.0047186
                 502,            0.012586,           0.0084031,           0.0014434,             0.94387,             0.95505,             0.97525,             0.86144,           0.0063253,            0.003778,           0.0015483,           0.0047031,           0.0047031,           0.0047031
                 503,            0.013018,           0.0085434,            0.002227,             0.94958,             0.95501,             0.97746,             0.85388,           0.0063237,           0.0037329,          0.00089889,           0.0046877,           0.0046877,           0.0046877
                 504,            0.013638,           0.0088935,            0.002903,             0.94959,             0.95163,             0.97859,             0.85602,           0.0063397,           0.0036314,           0.0014766,           0.0046722,           0.0046722,           0.0046722
                 505,             0.01341,           0.0085254,            0.001209,             0.94103,             0.95906,             0.97989,             0.85173,            0.006155,           0.0036016,            0.001443,           0.0046568,           0.0046568,           0.0046568
                 506,            0.012642,           0.0080989,           0.0016838,             0.95081,              0.9414,             0.97818,             0.85665,           0.0059926,           0.0035875,           0.0014595,           0.0046414,           0.0046414,           0.0046414
                 507,            0.012261,           0.0081387,           0.0017614,             0.95425,             0.93742,             0.97618,             0.85559,           0.0058661,           0.0036222,            0.001897,           0.0046259,           0.0046259,           0.0046259
                 508,            0.012296,           0.0083719,           0.0021482,             0.94776,             0.93742,              0.9768,              0.8516,           0.0059523,           0.0036683,            0.001528,           0.0046105,           0.0046105,           0.0046105
                 509,            0.012492,            0.008555,           0.0010993,             0.95223,             0.93978,             0.97805,             0.85649,           0.0060508,           0.0036873,          0.00080774,           0.0045951,           0.0045951,           0.0045951
                 510,            0.013122,           0.0088602,           0.0028093,             0.94312,              0.9551,             0.97603,             0.85263,            0.006066,           0.0037666,          0.00089867,           0.0045798,           0.0045798,           0.0045798
                 511,            0.013273,           0.0088916,           0.0019301,             0.93756,             0.95204,             0.97295,             0.84896,           0.0059468,           0.0037961,           0.0010212,           0.0045644,           0.0045644,           0.0045644
                 512,            0.012294,            0.008402,            0.001539,             0.96721,             0.95448,             0.97658,             0.85136,           0.0059856,           0.0037496,          0.00053254,            0.004549,            0.004549,            0.004549
                 513,            0.011213,           0.0080145,           0.0018517,             0.96769,             0.95165,             0.97611,             0.84955,           0.0061336,           0.0036931,          0.00041182,           0.0045337,           0.0045337,           0.0045337
                 514,            0.011443,               0.008,           0.0010659,             0.95887,             0.95167,             0.97377,             0.85381,           0.0061197,           0.0036206,          0.00053921,           0.0045184,           0.0045184,           0.0045184
                 515,            0.012482,            0.008231,           0.0011997,             0.94595,              0.9541,              0.9745,             0.85488,           0.0062457,           0.0036276,          0.00071059,            0.004503,            0.004503,            0.004503
                 516,            0.012444,           0.0083992,           0.0024343,             0.94236,             0.94803,             0.97143,               0.856,           0.0063426,           0.0035798,           0.0010947,           0.0044877,           0.0044877,           0.0044877
                 517,            0.011694,            0.008656,           0.0020726,             0.92844,             0.95922,             0.97149,             0.85188,            0.006245,           0.0035381,           0.0011576,           0.0044724,           0.0044724,           0.0044724
                 518,              0.0127,           0.0083382,           0.0010085,              0.9192,             0.97266,             0.97325,             0.85445,           0.0062205,           0.0035143,          0.00093901,           0.0044571,           0.0044571,           0.0044571
                 519,            0.012544,           0.0082223,           0.0010467,             0.92248,             0.97247,             0.97405,             0.85848,           0.0061932,           0.0034998,          0.00094158,           0.0044419,           0.0044419,           0.0044419
                 520,            0.012362,           0.0083593,           0.0014885,             0.92906,             0.97381,             0.97898,             0.86195,           0.0061186,           0.0035335,           0.0010952,           0.0044266,           0.0044266,           0.0044266
                 521,             0.01249,           0.0082241,           0.0017674,             0.93312,             0.96823,             0.97923,             0.85889,           0.0061878,            0.003549,           0.0012371,           0.0044114,           0.0044114,           0.0044114
                 522,            0.013545,           0.0081515,           0.0016816,             0.93506,             0.95047,             0.97785,             0.85332,           0.0062475,           0.0035827,           0.0015328,           0.0043961,           0.0043961,           0.0043961
                 523,            0.012414,           0.0087248,           0.0017405,             0.93768,              0.9403,             0.97587,             0.85285,           0.0061811,           0.0036042,            0.001737,           0.0043809,           0.0043809,           0.0043809
                 524,            0.012992,           0.0084461,           0.0015051,             0.92489,             0.95863,             0.97538,             0.84849,           0.0062692,           0.0036266,           0.0022774,           0.0043657,           0.0043657,           0.0043657
                 525,            0.012684,           0.0081756,           0.0023305,             0.95474,             0.93743,             0.97455,             0.84658,           0.0062573,           0.0036479,           0.0023647,           0.0043505,           0.0043505,           0.0043505
                 526,             0.01236,           0.0082612,           0.0011283,             0.96682,             0.93346,             0.97354,              0.8474,           0.0063505,           0.0037079,           0.0025984,           0.0043353,           0.0043353,           0.0043353
                 527,            0.013181,           0.0082005,           0.0015865,             0.96811,             0.93819,             0.97397,             0.84757,           0.0062839,           0.0037062,           0.0026912,           0.0043201,           0.0043201,           0.0043201
                 528,            0.012177,           0.0083343,           0.0014413,             0.95641,             0.94606,             0.97351,             0.84601,           0.0062974,           0.0036832,           0.0021685,            0.004305,            0.004305,            0.004305
                 529,            0.012614,           0.0080714,           0.0014007,             0.95928,             0.94481,             0.97419,             0.85226,           0.0062714,           0.0036089,           0.0018606,           0.0042899,           0.0042899,           0.0042899
                 530,            0.011999,           0.0085362,           0.0011905,             0.95598,             0.94084,             0.97503,             0.86053,           0.0062019,           0.0035468,           0.0018518,           0.0042747,           0.0042747,           0.0042747
                 531,            0.011075,           0.0080471,            0.001369,             0.96034,             0.94482,             0.97621,             0.85848,           0.0062045,           0.0035216,           0.0015913,           0.0042596,           0.0042596,           0.0042596
